,n_eff,Rhat,divergence,treedepth,energy,observed_engagement,y_0,final_predicted,Unnamed: 0.1,incident_name,start,end,event_name,Unnamed: 0,incident,count,duration,sample_loc,data_loc,lower_predicted,upper_predicted,included
137,True,True,True,True,True,841.0,0.0,True,539,Voting_Twice:_NH_2016_Double_Vote,5,25,Voting_Twice:_NH_2016_Double_Vote_event_0,427,Voting Twice: NH 2016 Double Vote,5038,20,./output/posteriors/Voting_Twice:_NH_2016_Double_Vote_event_0_raw.p,./data/timeseries/aggregated/Voting_Twice:_NH_2016_Double_Vote_raw.csv,583.0,1172.0,True
138,True,True,True,True,True,4990.0,11.0,True,311,Physical_Mail_Fraud:_PA_Printed_Ballots,0,20,Physical_Mail_Fraud:_PA_Printed_Ballots_event_0,253,Physical Mail Fraud: PA Printed Ballots,7419,20,./output/posteriors/Physical_Mail_Fraud:_PA_Printed_Ballots_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_PA_Printed_Ballots_raw.csv,3087.945,7778.879999999997,True
139,True,True,True,True,True,150.0,1.0,True,376,riot:_crimethinc,35181,35201,riot:_crimethinc_event_5,313,riot: crimethinc,9458,20,./output/posteriors/riot:_crimethinc_event_5_raw.p,./data/timeseries/aggregated/riot:_crimethinc_raw.csv,99.0,225.0,True
140,True,True,True,True,True,4567.0,3.0,True,7,ballot_box:_Franklin_County_Police,230,250,ballot_box:_Franklin_County_Police_event_0,2,ballot box: Franklin County Police,4624,20,./output/posteriors/ballot_box:_Franklin_County_Police_event_0_raw.p,./data/timeseries/aggregated/ballot_box:_Franklin_County_Police_raw.csv,3630.0,5760.055,True
141,True,True,True,True,True,252.0,1.0,True,221,Other:_QAnon_Claims,1798,1818,Other:_QAnon_Claims_event_5,190,Other: QAnon Claims,2528,20,./output/posteriors/Other:_QAnon_Claims_event_5_raw.p,./data/timeseries/aggregated/Other:_QAnon_Claims_raw.csv,176.0,354.0,True
142,True,True,True,True,True,66.0,0.0,True,423,Statistics:_Kentucky_Fraud,263,283,Statistics:_Kentucky_Fraud_event_0,332,Statistics: Kentucky Fraud,1217,20,./output/posteriors/Statistics:_Kentucky_Fraud_event_0_raw.p,./data/timeseries/aggregated/Statistics:_Kentucky_Fraud_raw.csv,44.0,95.0,True
143,True,True,True,True,True,299.0,1.0,True,466,tech:_Russia_2016_Hacking,1413,1433,tech:_Russia_2016_Hacking_event_3,366,tech: Russia 2016 Hacking,7232,20,./output/posteriors/tech:_Russia_2016_Hacking_event_3_raw.p,./data/timeseries/aggregated/tech:_Russia_2016_Hacking_raw.csv,221.0,406.05499999999984,True
144,True,True,True,True,True,316.0,0.0,True,75,Digital_dumps:_Jo_Jorgensen_PA,88,108,Digital_dumps:_Jo_Jorgensen_PA_event_0,63,Digital dumps: Jo Jorgensen PA,628,20,./output/posteriors/Digital_dumps:_Jo_Jorgensen_PA_event_0_raw.p,./data/timeseries/aggregated/Digital_dumps:_Jo_Jorgensen_PA_raw.csv,219.0,438.0,True
145,True,True,True,True,True,203.0,0.0,True,136,Late:_OK_Ballots_Found,1362,1382,Late:_OK_Ballots_Found_event_2,119,Late: OK Ballots Found,16236,20,./output/posteriors/Late:_OK_Ballots_Found_event_2_raw.p,./data/timeseries/aggregated/Late:_OK_Ballots_Found_raw.csv,138.0,299.0,True
146,False,False,True,False,True,732.0,1.0,True,363,riot:_antifa_burning_things_down,12940,12960,riot:_antifa_burning_things_down_event_1,310,riot: antifa burning things down,92051,20,./output/posteriors/riot:_antifa_burning_things_down_event_1_raw.p,./data/timeseries/aggregated/riot:_antifa_burning_things_down_raw.csv,461.0,1239.0549999999998,False
147,True,True,True,True,True,361.0,3.0,True,295,Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots,421,441,Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots_event_2,237,Physical Mail Fraud: GA Democrats Fixing Ballots,2846,20,./output/posteriors/Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots_event_2_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots_raw.csv,263.0,477.05499999999984,True
148,True,True,True,True,True,12385.0,0.0,True,90,Georgia_scam,611,631,Georgia_scam_event_0,81,Georgia scam,36116,20,./output/posteriors/Georgia_scam_event_0_raw.p,./data/timeseries/aggregated/Georgia_scam_raw.csv,11244.725,13546.055,True
149,True,True,True,True,True,285.0,1.0,True,482,USPS:_Fake_Votes,8972,8992,USPS:_Fake_Votes_event_0,372,USPS: Fake Votes,1160,20,./output/posteriors/USPS:_Fake_Votes_event_0_raw.p,./data/timeseries/aggregated/USPS:_Fake_Votes_raw.csv,208.0,388.05499999999984,True
150,True,False,False,False,True,1882.0,3.0,True,237,Other:_TX_Disabled_Residents,1391,1412,Other:_TX_Disabled_Residents_event_1,196,Other: TX Disabled Residents,75739,21,./output/posteriors/Other:_TX_Disabled_Residents_event_1_raw.p,./data/timeseries/aggregated/Other:_TX_Disabled_Residents_raw.csv,1301.0,2861.1099999999997,False
151,True,True,True,True,True,68.0,0.0,True,442,supression:_NJ_not_allowed_to_vote,733,754,supression:_NJ_not_allowed_to_vote_event_0,344,supression: NJ not allowed to vote,386,21,./output/posteriors/supression:_NJ_not_allowed_to_vote_event_0_raw.p,./data/timeseries/aggregated/supression:_NJ_not_allowed_to_vote_raw.csv,45.0,98.0,True
152,True,True,False,True,True,383.0,0.0,True,379,riot:_crimethinc,38771,38792,riot:_crimethinc_event_8,313,riot: crimethinc,9458,21,./output/posteriors/riot:_crimethinc_event_8_raw.p,./data/timeseries/aggregated/riot:_crimethinc_raw.csv,252.0,576.0,False
153,True,True,True,True,True,88.0,0.0,True,264,partisan_vcr:__Michigan_Republican_applications,15211,15232,partisan_vcr:__Michigan_Republican_applications_event_2,216,partisan vcr:  Michigan Republican applications,5224,21,./output/posteriors/partisan_vcr:__Michigan_Republican_applications_event_2_raw.p,./data/timeseries/aggregated/partisan_vcr:__Michigan_Republican_applications_raw.csv,54.0,145.05499999999984,True
154,True,True,True,True,True,46.0,0.0,True,314,Physical_Mail_Fraud:_Postal_Worker_Affiliation,5392,5413,Physical_Mail_Fraud:_Postal_Worker_Affiliation_event_1,256,Physical Mail Fraud: Postal Worker Affiliation,824,21,./output/posteriors/Physical_Mail_Fraud:_Postal_Worker_Affiliation_event_1_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_Postal_Worker_Affiliation_raw.csv,30.0,64.0,True
155,True,True,True,True,True,772.0,5.0,True,258,partisan_vcr:__live_tv_fraud,763,784,partisan_vcr:__live_tv_fraud_event_1,214,partisan vcr:  live tv fraud,28126,21,./output/posteriors/partisan_vcr:__live_tv_fraud_event_1_raw.p,./data/timeseries/aggregated/partisan_vcr:__live_tv_fraud_raw.csv,555.9449999999999,1022.0,True
156,True,True,True,True,True,780.0,3.0,True,46,coup:_color_revolution,14667,14689,coup:_color_revolution_event_5,35,coup: color revolution,101224,22,./output/posteriors/coup:_color_revolution_event_5_raw.p,./data/timeseries/aggregated/coup:_color_revolution_raw.csv,564.9449999999999,1096.0549999999998,True
157,True,True,True,True,True,916.0,0.0,True,359,protests:_portland_unrest,1014,1036,protests:_portland_unrest_event_0,306,protests: portland unrest,4272,22,./output/posteriors/protests:_portland_unrest_event_0_raw.p,./data/timeseries/aggregated/protests:_portland_unrest_raw.csv,798.9449999999999,1044.0549999999998,True
158,True,True,True,True,True,1183.0,2.0,True,436,suppression:_robocall_stay_safe,832,854,suppression:_robocall_stay_safe_event_1,337,suppression: robocall stay safe,10943,22,./output/posteriors/suppression:_robocall_stay_safe_event_1_raw.p,./data/timeseries/aggregated/suppression:_robocall_stay_safe_raw.csv,886.9449999999999,1656.0549999999998,True
159,True,True,True,True,True,185.0,0.0,True,467,tech:_Russia_2016_Hacking,1467,1489,tech:_Russia_2016_Hacking_event_4,366,tech: Russia 2016 Hacking,7232,22,./output/posteriors/tech:_Russia_2016_Hacking_event_4_raw.p,./data/timeseries/aggregated/tech:_Russia_2016_Hacking_raw.csv,135.0,243.0,True
160,True,True,True,True,True,159.0,0.0,True,220,Other:_QAnon_Claims,1767,1789,Other:_QAnon_Claims_event_4,190,Other: QAnon Claims,2528,22,./output/posteriors/Other:_QAnon_Claims_event_4_raw.p,./data/timeseries/aggregated/Other:_QAnon_Claims_raw.csv,104.0,233.0,True
