,n_eff,Rhat,divergence,treedepth,energy,observed_engagement,y_0,final_predicted,Unnamed: 0.1,incident_name,start,end,event_name,Unnamed: 0,incident,count,duration,sample_loc,data_loc,lower_predicted,upper_predicted,included
413,True,True,True,True,True,14355.0,1.0,True,71,dead_voters:_voters_in_their_170s,526,624,dead_voters:_voters_in_their_170s_event_1,57,dead voters: voters in their 170s,27211,98,./output/posteriors/dead_voters:_voters_in_their_170s_event_1_raw.p,./data/timeseries/aggregated/dead_voters:_voters_in_their_170s_raw.csv,12689.67,16092.11,True
414,True,True,True,True,True,5772.0,16.0,True,429,Statistics:_Numerical_Anomalies,170,269,Statistics:_Numerical_Anomalies_event_1,334,Statistics: Numerical Anomalies,41817,99,./output/posteriors/Statistics:_Numerical_Anomalies_event_1_raw.p,./data/timeseries/aggregated/Statistics:_Numerical_Anomalies_raw.csv,5096.945,6256.0,True
415,True,False,False,True,True,11790.0,0.0,True,69,dead_voters:_team_trump,1572,1671,dead_voters:_team_trump_event_0,55,dead voters: team trump,13771,99,./output/posteriors/dead_voters:_team_trump_event_0_raw.p,./data/timeseries/aggregated/dead_voters:_team_trump_raw.csv,9538.945,13710.0,False
416,True,True,True,True,True,5776.0,16.0,True,400,Statistics:_98K_PA_Voters,649,748,Statistics:_98K_PA_Voters_event_1,323,Statistics: 98K PA Voters,41958,99,./output/posteriors/Statistics:_98K_PA_Voters_event_1_raw.p,./data/timeseries/aggregated/Statistics:_98K_PA_Voters_raw.csv,5098.0,6304.11,True
417,True,True,True,True,True,84921.0,30.0,True,234,Other:_Trump_Campaign_Quote,2,101,Other:_Trump_Campaign_Quote_event_0,194,Other: Trump Campaign Quote,100543,99,./output/posteriors/Other:_Trump_Campaign_Quote_event_0_raw.p,./data/timeseries/aggregated/Other:_Trump_Campaign_Quote_raw.csv,81335.78,90010.165,True
418,True,True,True,False,True,29541.0,47.0,True,428,Statistics:_Numerical_Anomalies,0,100,Statistics:_Numerical_Anomalies_event_0,334,Statistics: Numerical Anomalies,41817,100,./output/posteriors/Statistics:_Numerical_Anomalies_event_0_raw.p,./data/timeseries/aggregated/Statistics:_Numerical_Anomalies_raw.csv,27511.945,33386.11,True
419,True,True,True,True,True,4876.0,0.0,True,320,Physical_Mail_Fraud:_WA_Stolen_Ballot_Bag,467,571,Physical_Mail_Fraud:_WA_Stolen_Ballot_Bag_event_0,265,Physical Mail Fraud: WA Stolen Ballot Bag,11663,104,./output/posteriors/Physical_Mail_Fraud:_WA_Stolen_Ballot_Bag_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_WA_Stolen_Ballot_Bag_raw.csv,4327.945,5599.055,True
420,True,True,True,False,True,230805.0,21.0,True,333,poll_watchers:_Philly_denied_entry_2,17,122,poll_watchers:_Philly_denied_entry_2_event_0,283,poll watchers: Philly denied entry 2,296469,105,./output/posteriors/poll_watchers:_Philly_denied_entry_2_event_0_raw.p,./data/timeseries/aggregated/poll_watchers:_Philly_denied_entry_2_raw.csv,211420.26499999998,258780.27,True
421,True,True,True,True,True,2414.0,3.0,True,42,coup:_color_revolution,4475,4580,coup:_color_revolution_event_1,35,coup: color revolution,101224,105,./output/posteriors/coup:_color_revolution_event_1_raw.p,./data/timeseries/aggregated/coup:_color_revolution_raw.csv,2146.945,2687.0,True
422,True,True,True,True,True,10744.0,9.0,True,457,tech:_Feinstein_Pelosi_Election_Software,1029,1135,tech:_Feinstein_Pelosi_Election_Software_event_0,360,tech: Feinstein/Pelosi Election Software,15853,106,./output/posteriors/tech:_Feinstein_Pelosi_Election_Software_event_0_raw.p,./data/timeseries/aggregated/tech:_Feinstein_Pelosi_Election_Software_raw.csv,9922.0,11911.0,True
423,True,True,True,False,True,30067.0,40.0,True,236,Other:_TX_Disabled_Residents,283,389,Other:_TX_Disabled_Residents_event_0,196,Other: TX Disabled Residents,75739,106,./output/posteriors/Other:_TX_Disabled_Residents_event_0_raw.p,./data/timeseries/aggregated/Other:_TX_Disabled_Residents_raw.csv,27638.78,32615.22,True
424,True,True,True,True,True,1378.0,1.0,True,529,Voting_Twice:_Gateway_Pundit_Election_Officials,419,526,Voting_Twice:_Gateway_Pundit_Election_Officials_event_0,423,Voting Twice: Gateway Pundit Election Officials,2071,107,./output/posteriors/Voting_Twice:_Gateway_Pundit_Election_Officials_event_0_raw.p,./data/timeseries/aggregated/Voting_Twice:_Gateway_Pundit_Election_Officials_raw.csv,1261.0,1507.0,True
425,True,True,True,True,True,1745.0,0.0,True,186,Machines:_Franklin_Spalding_County_Hack,13,121,Machines:_Franklin_Spalding_County_Hack_event_0,155,Machines: Franklin/Spalding County Hack,2220,108,./output/posteriors/Machines:_Franklin_Spalding_County_Hack_event_0_raw.p,./data/timeseries/aggregated/Machines:_Franklin_Spalding_County_Hack_raw.csv,1502.0,1950.0,True
426,True,True,True,True,True,5532.0,6.0,True,474,tech:_Zuckerberg_Hacking_WI,1787,1896,tech:_Zuckerberg_Hacking_WI_event_1,369,tech: Zuckerberg Hacking WI,12154,109,./output/posteriors/tech:_Zuckerberg_Hacking_WI_event_1_raw.p,./data/timeseries/aggregated/tech:_Zuckerberg_Hacking_WI_raw.csv,5200.0,5960.0,True
427,True,True,True,True,True,13118.0,0.0,True,395,riot:_nigel_farage_prediction,492,601,riot:_nigel_farage_prediction_event_0,316,riot: nigel farage prediction,21199,109,./output/posteriors/riot:_nigel_farage_prediction_event_0_raw.p,./data/timeseries/aggregated/riot:_nigel_farage_prediction_raw.csv,11750.0,14538.055,True
428,True,True,True,True,True,35561.0,40.0,True,302,Physical_Mail_Fraud:_NY_Pre-Filled_Biden,245,354,Physical_Mail_Fraud:_NY_Pre-Filled_Biden_event_0,248,Physical Mail Fraud: NY Pre-Filled Biden,52288,109,./output/posteriors/Physical_Mail_Fraud:_NY_Pre-Filled_Biden_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_NY_Pre-Filled_Biden_raw.csv,32522.725,38538.385,True
429,True,True,True,False,True,24991.0,9.0,True,541,Voting_Twice:_PA_Duplicates,344,456,Voting_Twice:_PA_Duplicates_event_0,428,Voting Twice: PA Duplicates,87889,112,./output/posteriors/Voting_Twice:_PA_Duplicates_event_0_raw.p,./data/timeseries/aggregated/Voting_Twice:_PA_Duplicates_raw.csv,22856.945,28168.11,True
430,True,True,True,True,True,11644.0,20.0,True,305,Physical_Mail_Fraud:_PA_Court_Signature_Ruling,651,764,Physical_Mail_Fraud:_PA_Court_Signature_Ruling_event_0,250,Physical Mail Fraud: PA Court Signature Ruling,16595,113,./output/posteriors/Physical_Mail_Fraud:_PA_Court_Signature_Ruling_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_PA_Court_Signature_Ruling_raw.csv,10529.945,12342.0,True
431,True,True,True,True,True,1943.0,2.0,True,4,ballot_box:_Collecting_After_Election,1222,1337,ballot_box:_Collecting_After_Election_event_4,0,ballot box: Collecting After Election,24617,115,./output/posteriors/ballot_box:_Collecting_After_Election_event_4_raw.p,./data/timeseries/aggregated/ballot_box:_Collecting_After_Election_raw.csv,1752.0,2150.0,True
432,True,True,True,True,True,6112.0,2.0,True,19,ballot_harvesting:_new_Michigan_law,1123,1239,ballot_harvesting:_new_Michigan_law_event_0,16,ballot harvesting: new Michigan law,8250,116,./output/posteriors/ballot_harvesting:_new_Michigan_law_event_0_raw.p,./data/timeseries/aggregated/ballot_harvesting:_new_Michigan_law_raw.csv,5766.0,6597.11,True
433,True,True,True,True,True,8581.0,11.0,True,11,ballot_harvesting:_Biden_Texas_Director,9675,9791,ballot_harvesting:_Biden_Texas_Director_event_1,9,ballot harvesting: Biden Texas Director,127833,116,./output/posteriors/ballot_harvesting:_Biden_Texas_Director_event_1_raw.p,./data/timeseries/aggregated/ballot_harvesting:_Biden_Texas_Director_raw.csv,7972.0,9392.11,True
434,True,True,True,False,True,68075.0,78.0,True,277,partisan_vcr:__Philadelphia_missing_supervisor,46,162,partisan_vcr:__Philadelphia_missing_supervisor_event_0,222,partisan vcr:  Philadelphia missing supervisor,118434,116,./output/posteriors/partisan_vcr:__Philadelphia_missing_supervisor_event_0_raw.p,./data/timeseries/aggregated/partisan_vcr:__Philadelphia_missing_supervisor_raw.csv,63931.615,71957.77,True
435,True,True,True,True,True,2483.0,0.0,True,188,Machines:_Ivanka_patent,3339,3457,Machines:_Ivanka_patent_event_1,157,Machines: Ivanka patent,6678,118,./output/posteriors/Machines:_Ivanka_patent_event_1_raw.p,./data/timeseries/aggregated/Machines:_Ivanka_patent_raw.csv,2263.0,2724.0,True
436,True,True,True,False,True,1728.0,1.0,True,133,Late:_NC_Stolen,749,874,Late:_NC_Stolen_event_1,118,Late: NC Stolen,4611,125,./output/posteriors/Late:_NC_Stolen_event_1_raw.p,./data/timeseries/aggregated/Late:_NC_Stolen_raw.csv,1556.0,1899.0,True
437,False,False,True,True,True,34351.0,37.0,True,61,dead_voters:_general_ticket,14546,14671,dead_voters:_general_ticket_event_1,47,dead voters: general ticket,2801573,125,./output/posteriors/dead_voters:_general_ticket_event_1_raw.p,./data/timeseries/aggregated/dead_voters:_general_ticket_raw.csv,33366.78,59711.22,False
438,False,False,False,False,False,57021.0,30.0,True,483,USPS:_FL_23%_rejected_mail-in,829,955,USPS:_FL_23%_rejected_mail-in_event_0,374,USPS: FL 23% rejected mail-in,254801,126,./output/posteriors/USPS:_FL_23%_rejected_mail-in_event_0_raw.p,./data/timeseries/aggregated/USPS:_FL_23%_rejected_mail-in_raw.csv,53587.56,61885.77,False
439,True,True,True,True,True,7166.0,10.0,True,299,Physical_Mail_Fraud:_NY_Post_Confession,162,289,Physical_Mail_Fraud:_NY_Post_Confession_event_0,247,Physical Mail Fraud: NY Post Confession,56700,127,./output/posteriors/Physical_Mail_Fraud:_NY_Post_Confession_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_NY_Post_Confession_raw.csv,6515.945,7685.0,True
440,True,True,True,True,True,31306.0,44.0,True,36,civil_war:_general_ticket,17799,17928,civil_war:_general_ticket_event_0,34,civil war: general ticket,1192374,129,./output/posteriors/civil_war:_general_ticket_event_0_raw.p,./data/timeseries/aggregated/civil_war:_general_ticket_raw.csv,29879.835,34086.0,True
441,True,True,True,True,True,31257.0,0.0,True,399,Statistics:_98K_PA_Voters,478,607,Statistics:_98K_PA_Voters_event_0,323,Statistics: 98K PA Voters,41958,129,./output/posteriors/Statistics:_98K_PA_Voters_event_0_raw.p,./data/timeseries/aggregated/Statistics:_98K_PA_Voters_raw.csv,28209.945,35109.649999999994,True
442,True,True,True,True,True,13340.0,7.0,True,205,Other:_drive_through_voting_illegal_driver's_licenses,585,714,Other:_drive_through_voting_illegal_driver's_licenses_event_0,179,Other: drive through voting illegal driver's licenses,32536,129,./output/posteriors/Other:_drive_through_voting_illegal_driver's_licenses_event_0_raw.p,./data/timeseries/aggregated/Other:_drive_through_voting_illegal_driver's_licenses_raw.csv,11978.89,14112.055,True
443,True,False,False,True,False,7348.0,3.0,True,447,supression:_TX_immigrant_mistreatment,220,350,supression:_TX_immigrant_mistreatment_event_0,352,supression: TX immigrant mistreatment,25798,130,./output/posteriors/supression:_TX_immigrant_mistreatment_event_0_raw.p,./data/timeseries/aggregated/supression:_TX_immigrant_mistreatment_raw.csv,6941.945,7871.0,False
444,True,True,True,True,True,22215.0,11.0,True,525,voting_info:_vote_by_mail_for_warrants_robocalls,0,132,voting_info:_vote_by_mail_for_warrants_robocalls_event_0,415,voting info: vote by mail for warrants robocalls,25116,132,./output/posteriors/voting_info:_vote_by_mail_for_warrants_robocalls_event_0_raw.p,./data/timeseries/aggregated/voting_info:_vote_by_mail_for_warrants_robocalls_raw.csv,21202.89,24539.055,True
445,True,True,True,True,True,69501.0,12.0,True,225,Other:_Stop_The_Steal_Pushed,159,293,Other:_Stop_The_Steal_Pushed_event_0,192,Other: Stop The Steal Pushed,1633907,134,./output/posteriors/Other:_Stop_The_Steal_Pushed_event_0_raw.p,./data/timeseries/aggregated/Other:_Stop_The_Steal_Pushed_raw.csv,64505.23,77085.77,True
446,True,True,True,True,True,18463.0,13.0,True,105,In_Person_Fraud:_Mongomery_Maryland,40,174,In_Person_Fraud:_Mongomery_Maryland_event_0,90,In Person Fraud: Mongomery Maryland,21905,134,./output/posteriors/In_Person_Fraud:_Mongomery_Maryland_event_0_raw.p,./data/timeseries/aggregated/In_Person_Fraud:_Mongomery_Maryland_raw.csv,17577.945,20121.0,True
447,True,True,False,True,True,3547.0,1.0,True,138,Late:_OK_Ballots_Found,1811,1945,Late:_OK_Ballots_Found_event_4,119,Late: OK Ballots Found,16236,134,./output/posteriors/Late:_OK_Ballots_Found_event_4_raw.p,./data/timeseries/aggregated/Late:_OK_Ballots_Found_raw.csv,3134.0,3944.055,False
448,True,True,False,True,True,1963.0,0.0,True,303,Physical_Mail_Fraud:_Obama_Printers,125,260,Physical_Mail_Fraud:_Obama_Printers_event_0,249,Physical Mail Fraud: Obama Printers,3775,135,./output/posteriors/Physical_Mail_Fraud:_Obama_Printers_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_Obama_Printers_raw.csv,1752.0,2208.055,False
449,True,True,True,True,True,95314.0,0.0,True,21,Ballot_harvesting:_Texas_ballot_chasers,21119,21256,Ballot_harvesting:_Texas_ballot_chasers_event_0,20,Ballot harvesting: Texas ballot chasers,137462,137,./output/posteriors/Ballot_harvesting:_Texas_ballot_chasers_event_0_raw.p,./data/timeseries/aggregated/Ballot_harvesting:_Texas_ballot_chasers_raw.csv,85199.945,108380.79499999998,True
450,True,True,True,True,True,12544.0,9.0,True,407,Statistics:_Benford's_Law,1119,1257,Statistics:_Benford's_Law_event_3,325,Statistics: Benford's Law,78210,138,./output/posteriors/Statistics:_Benford's_Law_event_3_raw.p,./data/timeseries/aggregated/Statistics:_Benford's_Law_raw.csv,10846.89,13741.0,True
451,True,True,True,False,True,40868.0,17.0,True,439,supression:_NC_BLM_pepper_spray,27,165,supression:_NC_BLM_pepper_spray_event_0,342,supression: NC BLM pepper spray,56302,138,./output/posteriors/supression:_NC_BLM_pepper_spray_event_0_raw.p,./data/timeseries/aggregated/supression:_NC_BLM_pepper_spray_raw.csv,38039.56,43659.165,True
452,True,False,True,False,True,24172.0,41.0,True,432,Statistics:_Wisconsin_Votes_>_Registered,487,625,Statistics:_Wisconsin_Votes_>_Registered_event_2,336,Statistics: Wisconsin Votes > Registered,100952,138,./output/posteriors/Statistics:_Wisconsin_Votes_>_Registered_event_2_raw.p,./data/timeseries/aggregated/Statistics:_Wisconsin_Votes_>_Registered_raw.csv,22414.835,26100.22,False
453,True,True,True,True,True,28667.0,38.0,True,158,lost:_NJ_dumpster,247,387,lost:_NJ_dumpster_event_0,137,lost: NJ dumpster,72540,140,./output/posteriors/lost:_NJ_dumpster_event_0_raw.p,./data/timeseries/aggregated/lost:_NJ_dumpster_raw.csv,27062.0,30305.44,True
454,True,True,True,True,True,1990.0,1.0,True,401,Statistics:_African-American_Ballot_Rejections,1457,1598,Statistics:_African-American_Ballot_Rejections_event_0,324,Statistics: African-American Ballot Rejections,7230,141,./output/posteriors/Statistics:_African-American_Ballot_Rejections_event_0_raw.p,./data/timeseries/aggregated/Statistics:_African-American_Ballot_Rejections_raw.csv,1786.0,2195.0,True
455,True,True,True,True,True,7890.0,3.0,True,490,USPS:_PA_Long_Wait,428,571,USPS:_PA_Long_Wait_event_0,380,USPS: PA Long Wait,10358,143,./output/posteriors/USPS:_PA_Long_Wait_event_0_raw.p,./data/timeseries/aggregated/USPS:_PA_Long_Wait_raw.csv,7059.835,8670.0,True
456,True,True,True,True,True,5168.0,0.0,True,130,intimidation:_Warning_of_Violence_Agians_POC_LGBTQ,352,496,intimidation:_Warning_of_Violence_Agians_POC_LGBTQ_event_0,113,intimidation: Warning of Violence Agians POC/LGBTQ,6846,144,./output/posteriors/intimidation:_Warning_of_Violence_Agians_POC_LGBTQ_event_0_raw.p,./data/timeseries/aggregated/intimidation:_Warning_of_Violence_Agians_POC_LGBTQ_raw.csv,4748.89,5614.055,True
457,True,True,True,True,True,45787.0,65.0,True,310,Physical_Mail_Fraud:_PA_Misprinted_Corrections,806,950,Physical_Mail_Fraud:_PA_Misprinted_Corrections_event_2,252,Physical Mail Fraud: PA Misprinted Corrections,104419,144,./output/posteriors/Physical_Mail_Fraud:_PA_Misprinted_Corrections_event_2_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_PA_Misprinted_Corrections_raw.csv,43108.78,49724.045,True
458,True,True,True,True,True,44702.0,1.0,True,173,lost:_PA_shredded_ballot_applications,7447,7591,lost:_PA_shredded_ballot_applications_event_0,146,lost: PA shredded ballot applications,105105,144,./output/posteriors/lost:_PA_shredded_ballot_applications_event_0_raw.p,./data/timeseries/aggregated/lost:_PA_shredded_ballot_applications_raw.csv,40347.78,49444.22,True
459,True,True,True,True,True,25854.0,9.0,True,121,intimidation:_NC_BLM,760,905,intimidation:_NC_BLM_event_1,103,intimidation: NC BLM,43966,145,./output/posteriors/intimidation:_NC_BLM_event_1_raw.p,./data/timeseries/aggregated/intimidation:_NC_BLM_raw.csv,21905.0,28134.165,True
460,True,True,True,True,True,4333.0,4.0,True,172,"lost:_PA,GA_dumpster_ballots",12439,12589,"lost:_PA,GA_dumpster_ballots_event_3",145,"lost: PA,GA dumpster ballots",44037,150,"./output/posteriors/lost:_PA,GA_dumpster_ballots_event_3_raw.p","./data/timeseries/aggregated/lost:_PA,GA_dumpster_ballots_raw.csv",4118.0,4586.0,True
461,True,True,True,True,True,3441.0,0.0,True,135,Late:_OK_Ballots_Found,1178,1328,Late:_OK_Ballots_Found_event_1,119,Late: OK Ballots Found,16236,150,./output/posteriors/Late:_OK_Ballots_Found_event_1_raw.p,./data/timeseries/aggregated/Late:_OK_Ballots_Found_raw.csv,3135.0,3756.055,True
462,False,False,True,False,True,4127.0,3.0,True,397,riot:_violence_agianst_antifa,13,168,riot:_violence_agianst_antifa_event_0,320,riot: violence agianst antifa,5302,155,./output/posteriors/riot:_violence_agianst_antifa_event_0_raw.p,./data/timeseries/aggregated/riot:_violence_agianst_antifa_raw.csv,3806.945,4372.055,False
463,True,True,True,True,True,4168.0,0.0,True,33,ballot_stuffing:_No_down_ticket,2670,2825,ballot_stuffing:_No_down_ticket_event_2,30,ballot stuffing: No down ticket,9963,155,./output/posteriors/ballot_stuffing:_No_down_ticket_event_2_raw.p,./data/timeseries/aggregated/ballot_stuffing:_No_down_ticket_raw.csv,3791.0,4478.0,True
464,True,True,True,True,True,68658.0,31.0,True,280,partisan_vcr:_sharpiegate,2771,2928,partisan_vcr:_sharpiegate_event_1,224,partisan vcr: sharpiegate,1066762,157,./output/posteriors/partisan_vcr:_sharpiegate_event_1_raw.p,./data/timeseries/aggregated/partisan_vcr:_sharpiegate_raw.csv,63056.845,75106.22,True
465,True,True,True,True,True,88337.0,0.0,True,254,partisan_vcr:__Georgia_confidence,491,649,partisan_vcr:__Georgia_confidence_event_0,211,partisan vcr:  Georgia confidence,101649,158,./output/posteriors/partisan_vcr:__Georgia_confidence_event_0_raw.p,./data/timeseries/aggregated/partisan_vcr:__Georgia_confidence_raw.csv,80368.615,98131.29999999999,True
466,True,False,False,True,True,10011.0,10.0,True,281,Physical_Mail_Fraud:_AARP_Bachmann,45,204,Physical_Mail_Fraud:_AARP_Bachmann_event_0,226,Physical Mail Fraud: AARP Bachmann,23931,159,./output/posteriors/Physical_Mail_Fraud:_AARP_Bachmann_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_AARP_Bachmann_raw.csv,9178.945,11034.11,False
467,True,True,True,True,True,11054.0,13.0,True,408,Statistics:_Benford's_Law,1260,1419,Statistics:_Benford's_Law_event_4,325,Statistics: Benford's Law,78210,159,./output/posteriors/Statistics:_Benford's_Law_event_4_raw.p,./data/timeseries/aggregated/Statistics:_Benford's_Law_raw.csv,10304.945,11912.0,True
468,True,True,True,True,True,2179.0,1.0,True,465,tech:_Russia_2016_Hacking,1250,1411,tech:_Russia_2016_Hacking_event_2,366,tech: Russia 2016 Hacking,7232,161,./output/posteriors/tech:_Russia_2016_Hacking_event_2_raw.p,./data/timeseries/aggregated/tech:_Russia_2016_Hacking_raw.csv,1980.945,2356.0,True
469,True,True,True,False,True,84723.0,75.0,True,443,supression:_NY_police_and_PPE,197,359,supression:_NY_police_and_PPE_event_0,346,supression: NY police and PPE,138287,162,./output/posteriors/supression:_NY_police_and_PPE_event_0_raw.p,./data/timeseries/aggregated/supression:_NY_police_and_PPE_raw.csv,82034.615,88554.11,True
470,False,False,False,True,True,6075.0,4.0,True,316,Physical_Mail_Fraud:_Trump_Mar-a-Lago_VBM,458,620,Physical_Mail_Fraud:_Trump_Mar-a-Lago_VBM_event_0,261,Physical Mail Fraud: Trump Mar-a-Lago VBM,7994,162,./output/posteriors/Physical_Mail_Fraud:_Trump_Mar-a-Lago_VBM_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_Trump_Mar-a-Lago_VBM_raw.csv,5473.0,6708.164999999999,False
471,True,True,True,True,True,158026.0,5.0,True,332,poll_watchers:_Philly_Denied_entry,9,172,poll_watchers:_Philly_Denied_entry_event_0,282,poll watchers: Philly Denied entry,179391,163,./output/posteriors/poll_watchers:_Philly_Denied_entry_event_0_raw.p,./data/timeseries/aggregated/poll_watchers:_Philly_Denied_entry_raw.csv,147294.0,174180.495,True
472,True,True,True,True,True,16673.0,3.0,True,486,USPS:_FL_Mail_Room,52,215,USPS:_FL_Mail_Room_event_0,376,USPS: FL Mail Room,30210,163,./output/posteriors/USPS:_FL_Mail_Room_event_0_raw.p,./data/timeseries/aggregated/USPS:_FL_Mail_Room_raw.csv,15761.945,17756.055,True
473,True,True,True,False,True,3249.0,3.0,True,49,coup:_color_revolution,19110,19274,coup:_color_revolution_event_8,35,coup: color revolution,101224,164,./output/posteriors/coup:_color_revolution_event_8_raw.p,./data/timeseries/aggregated/coup:_color_revolution_raw.csv,2995.945,3493.055,True
474,True,True,True,True,True,11339.0,12.0,True,28,ballot_stuffing:_MI_wagons_suitcases_and_coolers,976,1141,ballot_stuffing:_MI_wagons_suitcases_and_coolers_event_2,28,ballot stuffing: MI wagons suitcases and coolers,23952,165,./output/posteriors/ballot_stuffing:_MI_wagons_suitcases_and_coolers_event_2_raw.p,./data/timeseries/aggregated/ballot_stuffing:_MI_wagons_suitcases_and_coolers_raw.csv,10616.945,12106.11,True
475,True,True,True,False,True,33889.0,24.0,True,289,Physical_Mail_Fraud:_Colorado_Ballot_Holes,550,722,Physical_Mail_Fraud:_Colorado_Ballot_Holes_event_0,232,Physical Mail Fraud: Colorado Ballot Holes,45608,172,./output/posteriors/Physical_Mail_Fraud:_Colorado_Ballot_Holes_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_Colorado_Ballot_Holes_raw.csv,32573.945,35390.0,True
476,False,False,False,False,True,3166.0,0.0,True,402,Statistics:_African-American_Ballot_Rejections,1598,1775,Statistics:_African-American_Ballot_Rejections_event_1,324,Statistics: African-American Ballot Rejections,7230,177,./output/posteriors/Statistics:_African-American_Ballot_Rejections_event_1_raw.p,./data/timeseries/aggregated/Statistics:_African-American_Ballot_Rejections_raw.csv,2838.0,3422.0,False
477,True,True,True,True,True,2803.0,0.0,True,6,ballot_box:_Fire_Baldwin_Park,757,935,ballot_box:_Fire_Baldwin_Park_event_0,1,ballot box: Fire Baldwin Park,3261,178,./output/posteriors/ballot_box:_Fire_Baldwin_Park_event_0_raw.p,./data/timeseries/aggregated/ballot_box:_Fire_Baldwin_Park_raw.csv,2591.945,3033.055,True
478,True,False,False,False,True,9008.0,7.0,True,530,Voting_Twice:_Hannity_Virginia_Voters,894,1073,Voting_Twice:_Hannity_Virginia_Voters_event_0,424,Voting Twice: Hannity Virginia Voters,49851,179,./output/posteriors/Voting_Twice:_Hannity_Virginia_Voters_event_0_raw.p,./data/timeseries/aggregated/Voting_Twice:_Hannity_Virginia_Voters_raw.csv,8473.0,9644.055,False
479,True,True,True,False,True,76881.0,38.0,True,82,False_Victory:_PA_Attorney_General_Calls_Election,513,694,False_Victory:_PA_Attorney_General_Calls_Election_event_0,74,False Victory: PA Attorney General Calls Election,120685,181,./output/posteriors/False_Victory:_PA_Attorney_General_Calls_Election_event_0_raw.p,./data/timeseries/aggregated/False_Victory:_PA_Attorney_General_Calls_Election_raw.csv,73821.285,82012.0,True
480,True,True,True,True,True,3854.0,0.0,True,34,ballot_stuffing:_No_down_ticket,2825,3006,ballot_stuffing:_No_down_ticket_event_3,30,ballot stuffing: No down ticket,9963,181,./output/posteriors/ballot_stuffing:_No_down_ticket_event_3_raw.p,./data/timeseries/aggregated/ballot_stuffing:_No_down_ticket_raw.csv,3517.945,4156.0,True
481,True,True,True,False,True,112797.0,100.0,True,292,Physical_Mail_Fraud:_FEC_Chair,2226,2408,Physical_Mail_Fraud:_FEC_Chair_event_2,236,Physical Mail Fraud: FEC Chair,268501,182,./output/posteriors/Physical_Mail_Fraud:_FEC_Chair_event_2_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_FEC_Chair_raw.csv,104651.945,118379.0,True
482,True,True,True,False,True,26986.0,10.0,True,20,"Ballot_harvesting:_Reseda,_California",17,200,"Ballot_harvesting:_Reseda,_California_event_0",18,"Ballot harvesting: Reseda, California",29811,183,"./output/posteriors/Ballot_harvesting:_Reseda,_California_event_0_raw.p","./data/timeseries/aggregated/Ballot_harvesting:_Reseda,_California_raw.csv",25634.89,28337.44,True
483,True,True,True,True,True,4357.0,0.0,True,111,intimidation:_BLM_Antifa_Intimidation_Plans,2206,2390,intimidation:_BLM_Antifa_Intimidation_Plans_event_0,94,intimidation: BLM/Antifa Intimidation Plans,10824,184,./output/posteriors/intimidation:_BLM_Antifa_Intimidation_Plans_event_0_raw.p,./data/timeseries/aggregated/intimidation:_BLM_Antifa_Intimidation_Plans_raw.csv,3885.0,4574.0,True
484,True,False,False,True,True,197088.0,105.0,True,204,Other:_DeKalb_Rejected_Ballots,99,285,Other:_DeKalb_Rejected_Ballots_event_1,177,Other: DeKalb Rejected Ballots,286139,186,./output/posteriors/Other:_DeKalb_Rejected_Ballots_event_1_raw.p,./data/timeseries/aggregated/Other:_DeKalb_Rejected_Ballots_raw.csv,188981.725,220674.43,False
485,True,False,False,True,True,42904.0,43.0,True,358,protests:_million_MAGA_march,16935,17123,protests:_million_MAGA_march_event_0,305,protests: million MAGA march,100478,188,./output/posteriors/protests:_million_MAGA_march_event_0_raw.p,./data/timeseries/aggregated/protests:_million_MAGA_march_raw.csv,40310.0,47337.22,False
486,True,True,True,False,True,129474.0,94.0,True,193,:_maidengate,4653,4841,:_maidengate_event_0,167,: maidengate,184315,188,./output/posteriors/:_maidengate_event_0_raw.p,./data/timeseries/aggregated/:_maidengate_raw.csv,122888.945,135473.055,True
487,True,True,True,False,True,9918.0,4.0,True,493,USPS:_PA_Mail_Carrier_Trash_Ballot,143,331,USPS:_PA_Mail_Carrier_Trash_Ballot_event_1,381,USPS: PA Mail Carrier Trash Ballot,15224,188,./output/posteriors/USPS:_PA_Mail_Carrier_Trash_Ballot_event_1_raw.p,./data/timeseries/aggregated/USPS:_PA_Mail_Carrier_Trash_Ballot_raw.csv,9253.945,10408.0,True
488,True,True,True,True,True,22194.0,4.0,True,59,dead_voters:_FL_registration_attempt,31,222,dead_voters:_FL_registration_attempt_event_0,46,dead voters: FL registration attempt,30446,191,./output/posteriors/dead_voters:_FL_registration_attempt_event_0_raw.p,./data/timeseries/aggregated/dead_voters:_FL_registration_attempt_raw.csv,20650.945,23401.11,True
